KPI_SK,KPI_DATAELEMENT_SK,KPI_NAME,KPI_DESC,KPI_DATAELEMENT_NAME,KPI_GROUP,KPI_LEVEL,NUMERIC_VALUE,UOM,PERIOD,START_DATE,END_DATE,TARGET_VALUE,TRENDING_DIRECTION,PRIORITY_OUTCOME,PRIORITY_OUTCOME_DESC,PRIORITY_NAME,PRIORITY_AREA_NAME,PRIORITY_AREA_DESC
20,2470,Net Migration,The total number of people moving into the municipality (Statistics Canada data),Current Net Migration,F,1,10990,,2019,1/4/2019,31/03/2020,,UP,Talent Attraction & Retention ,A welcoming community that attracts and retains the world’s talent.,Council Priority,Prosperous Economy,"A prosperous and growing economy positions the municipality as a business and tourism destination of choice, with economic opportunities for all."
21,2472,Natural Increase,The natural increase in population calculated from births and deaths in the municipality (Statistics Canada data),Current Natural Increase,F,2,657,,2017,1/4/2017,31/03/2018,,UP,Talent Attraction & Retention ,A welcoming community that attracts and retains the world’s talent.,Council Priority,Prosperous Economy,"A prosperous and growing economy positions the municipality as a business and tourism destination of choice, with economic opportunities for all."
21,2472,Natural Increase,The natural increase in population calculated from births and deaths in the municipality (Statistics Canada data),Current Natural Increase,F,2,672,,2019,1/4/2019,31/03/2020,,UP,Talent Attraction & Retention ,A welcoming community that attracts and retains the world’s talent.,Council Priority,Prosperous Economy,"A prosperous and growing economy positions the municipality as a business and tourism destination of choice, with economic opportunities for all."
21,2472,Natural Increase,The natural increase in population calculated from births and deaths in the municipality (Statistics Canada data),Current Natural Increase,F,2,688,,2018,1/4/2018,31/03/2019,,UP,Talent Attraction & Retention ,A welcoming community that attracts and retains the world’s talent.,Council Priority,Prosperous Economy,"A prosperous and growing economy positions the municipality as a business and tourism destination of choice, with economic opportunities for all."
22,2474,Intraprovincial Migration,The difference between in-migrants and out-migrants from another area within Nova Scotia to the municipality (Statistics Canada data),Current Intraprovincial Migration,F,2,1018,,2019,1/4/2019,31/03/2020,,UP,Talent Attraction & Retention ,A welcoming community that attracts and retains the world’s talent.,Council Priority,Prosperous Economy,"A prosperous and growing economy positions the municipality as a business and tourism destination of choice, with economic opportunities for all."
22,2474,Intraprovincial Migration,The difference between in-migrants and out-migrants from another area within Nova Scotia to the municipality (Statistics Canada data),Current Intraprovincial Migration,F,2,1023,,2017,1/4/2017,31/03/2018,,UP,Talent Attraction & Retention ,A welcoming community that attracts and retains the world’s talent.,Council Priority,Prosperous Economy,"A prosperous and growing economy positions the municipality as a business and tourism destination of choice, with economic opportunities for all."
22,2474,Intraprovincial Migration,The difference between in-migrants and out-migrants from another area within Nova Scotia to the municipality (Statistics Canada data),Current Intraprovincial Migration,F,2,1034,,2018,1/4/2018,31/03/2019,,UP,Talent Attraction & Retention ,A welcoming community that attracts and retains the world’s talent.,Council Priority,Prosperous Economy,"A prosperous and growing economy positions the municipality as a business and tourism destination of choice, with economic opportunities for all."
23,2476,Interprovincial Migration,The difference between in-migrants and out-migrants from another province or territory to the municipality (Statistics Canada data),Current Interprovincial Migration,F,2,1456,,2017,1/4/2017,31/03/2018,,UP,Talent Attraction & Retention ,A welcoming community that attracts and retains the world’s talent.,Council Priority,Prosperous Economy,"A prosperous and growing economy positions the municipality as a business and tourism destination of choice, with economic opportunities for all."
23,2476,Interprovincial Migration,The difference between in-migrants and out-migrants from another province or territory to the municipality (Statistics Canada data),Current Interprovincial Migration,F,2,1602,,2018,1/4/2018,31/03/2019,,UP,Talent Attraction & Retention ,A welcoming community that attracts and retains the world’s talent.,Council Priority,Prosperous Economy,"A prosperous and growing economy positions the municipality as a business and tourism destination of choice, with economic opportunities for all."
23,2476,Interprovincial Migration,The difference between in-migrants and out-migrants from another province or territory to the municipality (Statistics Canada data),Current Interprovincial Migration,F,2,3227,,2019,1/4/2019,31/03/2020,,UP,Talent Attraction & Retention ,A welcoming community that attracts and retains the world’s talent.,Council Priority,Prosperous Economy,"A prosperous and growing economy positions the municipality as a business and tourism destination of choice, with economic opportunities for all."
24,2478,International Migration,The difference between the number of people leaving and arriving into the municipality from a different country (Statistics Canada data),Current International Migration,F,2,5076,,2017,1/4/2017,31/03/2018,,UP,Talent Attraction & Retention ,A welcoming community that attracts and retains the world’s talent.,Council Priority,Prosperous Economy,"A prosperous and growing economy positions the municipality as a business and tourism destination of choice, with economic opportunities for all."
24,2478,International Migration,The difference between the number of people leaving and arriving into the municipality from a different country (Statistics Canada data),Current International Migration,F,2,6073,,2019,1/4/2019,31/03/2020,,UP,Talent Attraction & Retention ,A welcoming community that attracts and retains the world’s talent.,Council Priority,Prosperous Economy,"A prosperous and growing economy positions the municipality as a business and tourism destination of choice, with economic opportunities for all."
24,2478,International Migration,The difference between the number of people leaving and arriving into the municipality from a different country (Statistics Canada data),Current International Migration,F,2,6602,,2018,1/4/2018,31/03/2019,,UP,Talent Attraction & Retention ,A welcoming community that attracts and retains the world’s talent.,Council Priority,Prosperous Economy,"A prosperous and growing economy positions the municipality as a business and tourism destination of choice, with economic opportunities for all."
25,2480,Library uses per capita,The total number of digital and physical uses of the library per person living in the Municipality (Muncipality data),Current Library uses per capita,,1,24.6,,2020,1/4/2020,31/03/2021,,UP,Involved Communities,"Residents are actively involved in their communities and enjoy participating and volunteering in a wide range of leisure, learning, social, recreational, and civic opportunities.",Council Priority,Communities,The municipality boasts strong social equity through meaningful engagement to build safer and more inclusive communities for all.
